,artist_uid,event_list,num_event,fav_venue,num_event_fav_venue,start_active_year,end_active_year,event_per_year,num_year_active
2708,13623131,[3300035],1,DeSantos Gallery,1,2007,2007,1.0,1
2707,11845293,[3300035],1,DeSantos Gallery,1,2007,2007,1.0,1
2706,9872940,[3300035],1,DeSantos Gallery,1,2007,2007,1.0,1
2705,9336788,[3300035],1,DeSantos Gallery,1,2007,2007,1.0,1
2704,9111986,[3300035],1,DeSantos Gallery,1,2007,2007,1.0,1
2703,2431111,[3300035],1,DeSantos Gallery,1,2007,2007,1.0,1
2702,277405,[3300035],1,DeSantos Gallery,1,2007,2007,1.0,1
2701,15126840,[3297318],1,DeSantos Gallery,1,2012,2012,1.0,1
2700,10101764,[3295530],1,Darke Gallery,1,2009,2009,1.0,1
2699,5980124,[3293527],1,Gray Contemporary,1,2019,2019,1.0,1
2698,14492577,[3291541],1,EMERGEncy Room Gallery,1,2016,2016,1.0,1
2696,14412647,[3285853],1,Silver Street Studios,1,2007,2007,1.0,1
2695,13067499,[3285853],1,Silver Street Studios,1,2007,2007,1.0,1
2726,10594684,[3324796],1,The Audley Society,1,2011,2011,1.0,1
2727,11388517,[3324796],1,The Audley Society,1,2011,2011,1.0,1
2728,13474239,[3324796],1,The Audley Society,1,2011,2011,1.0,1
2755,2968524,[3363410],1,River Oaks Bank Building,1,2018,2018,1.0,1
2768,625462,[3376528],1,Sundance Cinemas,1,2013,2013,1.0,1
2765,12297144,[3375919],1,Notsuoh,1,2015,2015,1.0,1
2764,7590183,[3375919],1,Notsuoh,1,2015,2015,1.0,1
2763,6800367,[3375919],1,Notsuoh,1,2015,2015,1.0,1
2761,7318824,[3371303],1,"University of Houston, Clear Lake Art Gallery (UHCL)",1,2015,2015,1.0,1
2760,1286003,[3369918],1,G Spot Gallery Houston,1,2015,2015,1.0,1
2759,8077984,[3368080],1,"Museum of Fine Arts, Houston (MFAH)",1,2010,2010,1.0,1
2758,1768556,[3368080],1,"Museum of Fine Arts, Houston (MFAH)",1,2010,2010,1.0,1
2757,5249462,[3365079],1,Menil Collection Bookstore (Menil Collection),1,2015,2015,1.0,1
2756,1467805,[3364278],1,Houston Center for Contemporary Craft,1,2017,2017,1.0,1
2753,15257654,[3356223],1,Redbud Gallery,1,2008,2008,1.0,1
2736,14995883,[3329550],1,Foltz Fine Art,1,2009,2009,1.0,1
2751,4903516,[3352548],1,Art League Houston,1,2016,2016,1.0,1
2750,16200101,[3347679],1,Blaffer Art Museum (UH),1,2009,2009,1.0,1
2749,14198761,[3347679],1,Blaffer Art Museum (UH),1,2009,2009,1.0,1
2748,8808746,[3347679],1,Blaffer Art Museum (UH),1,2009,2009,1.0,1
2747,1209246,[3347679],1,Blaffer Art Museum (UH),1,2009,2009,1.0,1
2746,10606350,[3342691],1,DiverseWorks,1,2014,2014,1.0,1
2745,7104324,[3342691],1,DiverseWorks,1,2014,2014,1.0,1
2740,12396590,[3330190],1,O'Kane Gallery (UHD),1,2008,2008,1.0,1
2739,3525396,[3329978],1,Domy Books,1,2011,2011,1.0,1
2738,1570358,[3329978],1,Domy Books,1,2011,2011,1.0,1
1779,6507237,[2052944],1,Avant Garden,1,2013,2013,1.0,1
1777,3677566,[2052944],1,Avant Garden,1,2013,2013,1.0,1
1774,1542558,[2052944],1,Avant Garden,1,2013,2013,1.0,1
649,3510282,[712452],1,Civic TV Collective,1,2015,2015,1.0,1
647,8588658,[712451],1,Talento Bilingue de Houston TBH Center,1,2012,2012,1.0,1
646,14515206,[711757],1,Anya Tish Gallery,1,2007,2007,1.0,1
643,14356426,[710643],1,DiverseWorks,1,2013,2013,1.0,1
641,3755726,[710643],1,DiverseWorks,1,2013,2013,1.0,1
637,15867585,[709785],1,labotanica,1,2010,2010,1.0,1
633,14437542,[701388],1,Aurora Picture Show,1,2010,2010,1.0,1
632,357518,[701388],1,Aurora Picture Show,1,2010,2010,1.0,1
631,11361744,[699486],1,Select Studios Photography,1,2015,2015,1.0,1
630,10537533,[699486],1,Select Studios Photography,1,2015,2015,1.0,1
629,10335835,[699486],1,Select Studios Photography,1,2015,2015,1.0,1
628,9687755,[699486],1,Select Studios Photography,1,2015,2015,1.0,1
627,3777000,[699486],1,Select Studios Photography,1,2015,2015,1.0,1
626,2730457,[699486],1,Select Studios Photography,1,2015,2015,1.0,1
624,15628129,[696329],1,Project Row Houses,1,2008,2008,1.0,1
623,14542058,[696329],1,Project Row Houses,1,2008,2008,1.0,1
622,11409917,[696329],1,Project Row Houses,1,2008,2008,1.0,1
620,8906255,[696329],1,Project Row Houses,1,2008,2008,1.0,1
617,9671341,[695213],1,Dudley Recital Hall (UH),1,2019,2019,1.0,1
616,8560998,[693987],1,International Modern Art Gallery,1,2015,2015,1.0,1
615,5776034,[693987],1,International Modern Art Gallery,1,2015,2015,1.0,1
611,6575499,[675870],1,Bea Ying Projects Pop-Up Gallery,1,2015,2015,1.0,1
610,9696529,[673855],1,Richmond Hall (Menil Collection),1,2012,2012,1.0,1
608,8659068,[667397],1,Booker-Lowe Gallery,1,2011,2011,1.0,1
648,302533,[712452],1,Civic TV Collective,1,2015,2015,1.0,1
650,12821343,[712452],1,Civic TV Collective,1,2015,2015,1.0,1
1772,11704436,[2052291],1,Allen's Landing Park,1,2019,2019,1.0,1
651,15654765,[712452],1,Civic TV Collective,1,2015,2015,1.0,1
712,9159904,[779288],1,Zoya Tommy Contemporary,1,2016,2016,1.0,1
710,8473788,[779288],1,Zoya Tommy Contemporary,1,2016,2016,1.0,1
705,6652679,[774547],1,The Brandon,1,2014,2014,1.0,1
702,13535088,[757271],1,Gray Contemporary,1,2015,2015,1.0,1
700,14652714,[756359],1,Lawndale Art Center,1,2015,2015,1.0,1
699,14183526,[753283],1,"Museum of Fine Arts, Houston (MFAH)",1,2015,2015,1.0,1
698,8908499,[753283],1,"Museum of Fine Arts, Houston (MFAH)",1,2015,2015,1.0,1
697,1602640,[752049],1,Wedge Space,1,2018,2018,1.0,1
696,8373418,[750827],1,New Gallery/Thom Andriola,1,2008,2008,1.0,1
695,12487199,[747307],1,DiverseWorks,1,2011,2011,1.0,1
694,2444869,[747307],1,DiverseWorks,1,2011,2011,1.0,1
690,16679615,[746514],1,Bohemeo's,1,2011,2011,1.0,1
689,11830206,[746514],1,Bohemeo's,1,2011,2011,1.0,1
684,11627995,[741680],1,Williams Tower Gallery,1,2009,2009,1.0,1
679,7458673,[741680],1,Williams Tower Gallery,1,2009,2009,1.0,1
675,4363502,[741680],1,Williams Tower Gallery,1,2009,2009,1.0,1
666,3544624,[731889],1,Russian Cultural Center - Our Texas,1,2015,2015,1.0,1
665,6411094,[731525],1,Peveto,1,2012,2012,1.0,1
660,996877,[729411],1,Inferno Gallery (Rice University),1,2010,2010,1.0,1
659,8110497,[727564],1,Galeria Regina,1,2015,2015,1.0,1
658,8233566,[721404],1,Rice University Art Gallery (Rice University),1,2007,2007,1.0,1
653,7829194,[714448],1,Jung Center,1,2013,2013,1.0,1
652,8657004,[714016],1,Texas Gallery,1,2016,2016,1.0,1
605,11024370,[653827],1,Houston Center for Photography,1,2015,2015,1.0,1
604,3156376,[650528],1,Menil Collection,1,2013,2013,1.0,1
601,10231335,[645357],1,Contemporary Arts Museum Houston,1,2014,2014,1.0,1
600,8059816,[645357],1,Contemporary Arts Museum Houston,1,2014,2014,1.0,1
557,10657496,[596805],1,Rudyard’s Pub,1,2016,2016,1.0,1
556,7553076,[596805],1,Rudyard’s Pub,1,2016,2016,1.0,1
554,1951310,[596805],1,Rudyard’s Pub,1,2016,2016,1.0,1
553,16106349,[589953],1,Buchanan Gallery,1,2013,2013,1.0,1
550,121704,[586995],1,Catherine Couturier Gallery,1,2013,2013,1.0,1
545,3830573,[573304],1,Lawndale Art Center,1,2010,2010,1.0,1
544,2615096,[573304],1,Lawndale Art Center,1,2010,2010,1.0,1
532,3131112,[567942],1,Domy Books,1,2009,2009,1.0,1
528,3283145,[560699],1,Menil Collection,1,2011,2011,1.0,1
526,11314026,[560497],1,DiverseWorks,1,2016,2016,1.0,1
525,2657010,[560497],1,DiverseWorks,1,2016,2016,1.0,1
522,15107027,[555858],1,Hooks-Epstein Galleries,1,2012,2012,1.0,1
521,8448321,[555858],1,Hooks-Epstein Galleries,1,2012,2012,1.0,1
520,6531518,[555858],1,Hooks-Epstein Galleries,1,2012,2012,1.0,1
519,3753954,[555858],1,Hooks-Epstein Galleries,1,2012,2012,1.0,1
518,1377773,[555858],1,Hooks-Epstein Galleries,1,2012,2012,1.0,1
515,3162994,[552718],1,18 Hands Gallery,1,2012,2012,1.0,1
511,3922593,[551509],1,Gallery Sonja Roesch,1,2015,2015,1.0,1
488,14789402,[534821],1,Mackey Gallery,1,2009,2009,1.0,1
487,12888124,[528734],1,Domy Books,1,2009,2009,1.0,1
486,4037692,[528734],1,Domy Books,1,2009,2009,1.0,1
483,13396143,[521154],1,Orange Show Center for Visionary Art,1,2011,2011,1.0,1
482,12102944,[521154],1,Orange Show Center for Visionary Art,1,2011,2011,1.0,1
561,12805858,[597475],1,Bryan Miller Gallery,1,2010,2010,1.0,1
562,4098107,[597715],1,Mother Dog Studios,1,2016,2016,1.0,1
564,7598083,[598224],1,JoMar Visions,1,2016,2016,1.0,1
584,5741257,[625914],1,Brown Auditorium Theater (MFAH),1,2011,2011,1.0,1
597,2893529,[638875],1,Texas Gallery,1,2017,2017,1.0,1
596,7689172,[635226],1,Joan Wich & Company,1,2007,2007,1.0,1
594,7019908,[631616],1,DiverseWorks,1,2011,2011,1.0,1
593,12755573,[630594],1,Sicardi | Ayers | Bacino,1,2015,2015,1.0,1
592,11444654,[630594],1,Sicardi | Ayers | Bacino,1,2015,2015,1.0,1
591,10301209,[630594],1,Sicardi | Ayers | Bacino,1,2015,2015,1.0,1
589,3032722,[628354],1,"Museum of Fine Arts, Houston (MFAH)",1,2013,2013,1.0,1
588,1826630,[628354],1,"Museum of Fine Arts, Houston (MFAH)",1,2013,2013,1.0,1
587,2511703,[628342],1,Discovery Green,1,2014,2014,1.0,1
585,8057197,[626848],1,DiverseWorks,1,2007,2007,1.0,1
583,12865680,[625434],1,Rice Media Center (Rice University),1,2012,2012,1.0,1
565,11360676,[598224],1,JoMar Visions,1,2016,2016,1.0,1
579,6936652,[611940],1,d. m. allison,1,2011,2011,1.0,1
578,14762384,[609481],1,College of the Mainland Art Gallery (CoM),1,2013,2013,1.0,1
577,37027,[609481],1,College of the Mainland Art Gallery (CoM),1,2013,2013,1.0,1
574,14825201,[607138],1,Jung Center,1,2010,2010,1.0,1
571,15925187,[598224],1,JoMar Visions,1,2016,2016,1.0,1
570,15130796,[598224],1,JoMar Visions,1,2016,2016,1.0,1
569,14535342,[598224],1,JoMar Visions,1,2016,2016,1.0,1
568,14304087,[598224],1,JoMar Visions,1,2016,2016,1.0,1
567,13777618,[598224],1,JoMar Visions,1,2016,2016,1.0,1
566,12547591,[598224],1,JoMar Visions,1,2016,2016,1.0,1
714,402853,[779634],1,"Museum of Fine Arts, Houston (MFAH)",1,2011,2011,1.0,1
715,5476314,[779634],1,"Museum of Fine Arts, Houston (MFAH)",1,2011,2011,1.0,1
716,2540010,[779915],1,Wade Wilson Art,1,2011,2011,1.0,1
810,11776109,[911259],1,Menil Collection,1,2016,2016,1.0,1
859,14724834,[953125],1,Gremillion & Co. Fine Art,1,2011,2011,1.0,1
857,12905886,[942453],1,Texas Gallery,1,2009,2009,1.0,1
849,2239077,[936286],1,Nau-haus,1,2010,2010,1.0,1
842,6190919,[929426],1,Archway Gallery,1,2015,2015,1.0,1
839,3227586,[929426],1,Archway Gallery,1,2015,2015,1.0,1
834,7124352,[918727],1,Galveston Arts Center,1,2017,2017,1.0,1
833,14439260,[916687],1,North Gallery (SJC North),1,2012,2012,1.0,1
832,14356855,[916687],1,North Gallery (SJC North),1,2012,2012,1.0,1
831,10800461,[916687],1,North Gallery (SJC North),1,2012,2012,1.0,1
830,5995170,[916687],1,North Gallery (SJC North),1,2012,2012,1.0,1
829,5974283,[916687],1,North Gallery (SJC North),1,2012,2012,1.0,1
828,3963222,[916687],1,North Gallery (SJC North),1,2012,2012,1.0,1
827,2668306,[916687],1,North Gallery (SJC North),1,2012,2012,1.0,1
826,375730,[916687],1,North Gallery (SJC North),1,2012,2012,1.0,1
823,11633944,[914720],1,14 Pews,1,2013,2013,1.0,1
822,2900897,[914720],1,14 Pews,1,2013,2013,1.0,1
820,14601933,[912304],1,Asia Society Texas Center,1,2013,2013,1.0,1
819,11165136,[912304],1,Asia Society Texas Center,1,2013,2013,1.0,1
818,10359841,[912304],1,Asia Society Texas Center,1,2013,2013,1.0,1
815,3056353,[912304],1,Asia Society Texas Center,1,2013,2013,1.0,1
814,2229172,[912304],1,Asia Society Texas Center,1,2013,2013,1.0,1
813,16537513,[911259],1,Menil Collection,1,2016,2016,1.0,1
812,14816587,[911259],1,Menil Collection,1,2016,2016,1.0,1
862,6029411,[961215],1,The Silos on Sawyer,1,2018,2018,1.0,1
867,845348,[972860],1,Thornwood Gallery,1,2010,2010,1.0,1
868,12248146,[977295],1,"Palm Center, 2nd Floor Courtroom",1,2012,2012,1.0,1
901,1664829,[1002017],1,Art Gallery (LSC Kingwood),1,2009,2009,1.0,1
921,2617694,[1021407],1,G Gallery,1,2007,2007,1.0,1
920,1255198,[1021407],1,G Gallery,1,2007,2007,1.0,1
919,1141686,[1021407],1,G Gallery,1,2007,2007,1.0,1
918,756832,[1021407],1,G Gallery,1,2007,2007,1.0,1
916,197911,[1021407],1,G Gallery,1,2007,2007,1.0,1
909,13930289,[1006192],1,Installations Antiques,1,2013,2013,1.0,1
907,15151353,[1005407],1,Off the Wall Gallery,1,2012,2012,1.0,1
905,6945727,[1002305],1,Aurora Picture Show,1,2019,2019,1.0,1
904,8221927,[1002017],1,Art Gallery (LSC Kingwood),1,2009,2009,1.0,1
902,3834942,[1002017],1,Art Gallery (LSC Kingwood),1,2009,2009,1.0,1
898,16701568,[1000868],1,ArtStorm,1,2008,2008,1.0,1
873,863335,[984689],1,McClain Gallery,1,2009,2009,1.0,1
897,15524738,[1000868],1,ArtStorm,1,2008,2008,1.0,1
896,11820819,[1000868],1,ArtStorm,1,2008,2008,1.0,1
895,9368687,[1000868],1,ArtStorm,1,2008,2008,1.0,1
894,3113962,[1000868],1,ArtStorm,1,2008,2008,1.0,1
893,818635,[1000868],1,ArtStorm,1,2008,2008,1.0,1
890,13146787,[997065],1,Rudolph Blume Fine Art | ArtScan Gallery,1,2015,2015,1.0,1
882,14021608,[984689],1,McClain Gallery,1,2009,2009,1.0,1
881,13452390,[984689],1,McClain Gallery,1,2009,2009,1.0,1
879,12561104,[984689],1,McClain Gallery,1,2009,2009,1.0,1
875,1869280,[984689],1,McClain Gallery,1,2009,2009,1.0,1
811,12789839,[911259],1,Menil Collection,1,2016,2016,1.0,1
809,10871246,[911259],1,Menil Collection,1,2016,2016,1.0,1
718,2115273,[791961],1,Catacomb,1,2015,2015,1.0,1
808,10507797,[911259],1,Menil Collection,1,2016,2016,1.0,1
768,8934009,[866346],1,The Printing Museum,1,2010,2010,1.0,1
767,3700241,[866346],1,The Printing Museum,1,2010,2010,1.0,1
766,3025411,[866346],1,The Printing Museum,1,2010,2010,1.0,1
765,1703531,[866346],1,The Printing Museum,1,2010,2010,1.0,1
758,8252104,[855658],1,Asia Society Texas Center,1,2014,2014,1.0,1
757,13698878,[852602],1,Rice University Media Center (Rice University),1,2009,2009,1.0,1
756,2879891,[848475],1,Art League Houston,1,2017,2017,1.0,1
755,5554777,[847223],1,MECA,1,2011,2011,1.0,1
754,16711911,[843521],1,Lawndale Art Center,1,2013,2013,1.0,1
752,14917760,[843521],1,Lawndale Art Center,1,2013,2013,1.0,1
750,9212039,[843521],1,Lawndale Art Center,1,2013,2013,1.0,1
749,6303614,[843521],1,Lawndale Art Center,1,2013,2013,1.0,1
748,1612993,[843521],1,Lawndale Art Center,1,2013,2013,1.0,1
746,392367,[843521],1,Lawndale Art Center,1,2013,2013,1.0,1
741,14596028,[837412],1,Heights Art Studio and Gallery,1,2012,2012,1.0,1
740,3914626,[834135],1,Houston Center for Contemporary Craft,1,2010,2010,1.0,1
739,737107,[834135],1,Houston Center for Contemporary Craft,1,2010,2010,1.0,1
731,13933640,[828541],1,Rothko Chapel (Menil Collection),1,2015,2015,1.0,1
730,8901673,[828541],1,Rothko Chapel (Menil Collection),1,2015,2015,1.0,1
729,7834082,[821226],1,Anya Tish Gallery,1,2007,2007,1.0,1
723,14001910,[814399],1,Lawndale Art Center,1,2009,2009,1.0,1
722,15350731,[808082],1,Houston Center for Contemporary Craft,1,2019,2019,1.0,1
720,856021,[805100],1,Bering Art Collective,1,2010,2010,1.0,1
769,10875678,[866346],1,The Printing Museum,1,2010,2010,1.0,1
770,14423587,[866346],1,The Printing Museum,1,2010,2010,1.0,1
771,14424508,[866346],1,The Printing Museum,1,2010,2010,1.0,1
792,6107713,[900290],1,The Printing Museum,1,2010,2010,1.0,1
807,9721340,[911259],1,Menil Collection,1,2016,2016,1.0,1
806,5619772,[911259],1,Menil Collection,1,2016,2016,1.0,1
805,5454239,[911259],1,Menil Collection,1,2016,2016,1.0,1
804,5379161,[911259],1,Menil Collection,1,2016,2016,1.0,1
803,3284514,[911259],1,Menil Collection,1,2016,2016,1.0,1
802,1685686,[911259],1,Menil Collection,1,2016,2016,1.0,1
801,544355,[911259],1,Menil Collection,1,2016,2016,1.0,1
800,15598991,[909902],1,Jung Center,1,2012,2012,1.0,1
798,9028351,[909083],1,Rothko Chapel (Menil Collection),1,2012,2012,1.0,1
793,6002098,[901105],1,Evelyn Rubenstein Jewish Community Center of Houston,1,2015,2015,1.0,1
791,175828,[900290],1,The Printing Museum,1,2010,2010,1.0,1
773,5633007,[870279],1,"Museum of Fine Arts, Houston (MFAH)",1,2014,2014,1.0,1
790,8008829,[898367],1,Asia Society Texas Center,1,2016,2016,1.0,1
789,12604522,[891313],1,Hooks-Epstein Galleries,1,2011,2011,1.0,1
787,9985595,[890839],1,Menil Collection,1,2015,2015,1.0,1
786,14102134,[890746],1,Deborah Colton Gallery,1,2008,2008,1.0,1
783,5946401,[884161],1,Capsule Gallery,1,2016,2016,1.0,1
782,5732696,[881699],1,Domy Houston,1,2012,2012,1.0,1
781,15800009,[881625],1,"Museum of Fine Arts, Houston (MFAH)",1,2015,2015,1.0,1
779,13442532,[879829],1,Annex Gallery (HCC Southwest),1,2018,2018,1.0,1
775,4316962,[871594],1,Gremillion & Co. Fine Art,1,2010,2010,1.0,1
774,15319256,[870279],1,"Museum of Fine Arts, Houston (MFAH)",1,2014,2014,1.0,1
481,10119590,[521154],1,Orange Show Center for Visionary Art,1,2011,2011,1.0,1
480,8955998,[521154],1,Orange Show Center for Visionary Art,1,2011,2011,1.0,1
479,8061380,[521154],1,Orange Show Center for Visionary Art,1,2011,2011,1.0,1
112,1885999,[127259],1,Peel Gallery,1,2008,2008,1.0,1
152,9130890,[164038],1,"The University of Houston, Main Campus (UH)",1,2013,2013,1.0,1
145,2572091,[146644],1,Avant Garden,1,2015,2015,1.0,1
144,5314029,[143354],1,"Museum of Fine Arts, Houston (MFAH)",1,2012,2012,1.0,1
139,13211665,[138721],1,Blaffer Art Museum (UH),1,2010,2010,1.0,1
138,7977550,[138721],1,Blaffer Art Museum (UH),1,2010,2010,1.0,1
137,6206020,[138721],1,Blaffer Art Museum (UH),1,2010,2010,1.0,1
136,13645319,[138566],1,Ripcord,1,2015,2015,1.0,1
135,12645701,[138566],1,Ripcord,1,2015,2015,1.0,1
134,11179517,[138566],1,Ripcord,1,2015,2015,1.0,1
133,11121015,[138566],1,Ripcord,1,2015,2015,1.0,1
132,11007710,[138566],1,Ripcord,1,2015,2015,1.0,1
131,10658124,[138566],1,Ripcord,1,2015,2015,1.0,1
130,9169368,[138566],1,Ripcord,1,2015,2015,1.0,1
128,3101958,[138566],1,Ripcord,1,2015,2015,1.0,1
127,2691882,[138566],1,Ripcord,1,2015,2015,1.0,1
126,2508778,[138566],1,Ripcord,1,2015,2015,1.0,1
125,2269210,[138566],1,Ripcord,1,2015,2015,1.0,1
124,15655501,[135724],1,McClain Gallery,1,2012,2012,1.0,1
121,7454992,[131303],1,18 Hands Gallery,1,2008,2008,1.0,1
118,15224920,[127259],1,Peel Gallery,1,2008,2008,1.0,1
117,12084316,[127259],1,Peel Gallery,1,2008,2008,1.0,1
116,10572638,[127259],1,Peel Gallery,1,2008,2008,1.0,1
115,5190200,[127259],1,Peel Gallery,1,2008,2008,1.0,1
154,12732651,[168235],1,Discovery Green,1,2012,2012,1.0,1
155,661185,[168992],1,Project Row Houses,1,2012,2012,1.0,1
156,3003553,[168992],1,Project Row Houses,1,2012,2012,1.0,1
202,7938405,[247268],1,Galveston Arts Center,1,2018,2018,1.0,1
225,1531510,[292830],1,Asia Society Texas Center,1,2016,2016,1.0,1
217,16414964,[263823],1,Laura Rathe Fine Art,1,2013,2013,1.0,1
214,12210484,[262553],1,Bosque Gallery (LSC CyFair),1,2013,2013,1.0,1
213,11010676,[262553],1,Bosque Gallery (LSC CyFair),1,2013,2013,1.0,1
212,9934402,[262553],1,Bosque Gallery (LSC CyFair),1,2013,2013,1.0,1
211,9385134,[262553],1,Bosque Gallery (LSC CyFair),1,2013,2013,1.0,1
210,5639111,[262553],1,Bosque Gallery (LSC CyFair),1,2013,2013,1.0,1
209,1170868,[258102],1,Galeria Regina,1,2015,2015,1.0,1
208,226141,[258068],1,Redbud Gallery,1,2014,2014,1.0,1
204,2742711,[249543],1,Looscan Neighborhood Library,1,2013,2013,1.0,1
200,6284942,[239587],1,Lawndale Art Center,1,2014,2014,1.0,1
158,7129157,[168992],1,Project Row Houses,1,2012,2012,1.0,1
196,6143838,[229374],1,Jung Center,1,2018,2018,1.0,1
185,9942914,[219585],1,Jung Center,1,2015,2015,1.0,1
183,6510722,[216044],1,The Joanna Gallery,1,2007,2007,1.0,1
179,14702049,[203277],1,Optical Project,1,2009,2009,1.0,1
178,4901059,[203277],1,Optical Project,1,2009,2009,1.0,1
174,1562878,[194927],1,G Gallery,1,2013,2013,1.0,1
173,7063562,[194616],1,Optical Project,1,2010,2010,1.0,1
168,11714048,[187278],1,Spacetaker Gallery,1,2012,2012,1.0,1
163,13498362,[169782],1,Space HL,1,2014,2014,1.0,1
160,9421025,[168992],1,Project Row Houses,1,2012,2012,1.0,1
113,1954878,[127259],1,Peel Gallery,1,2008,2008,1.0,1
111,1649606,[127259],1,Peel Gallery,1,2008,2008,1.0,1
227,10556430,[292830],1,Asia Society Texas Center,1,2016,2016,1.0,1
110,627585,[127259],1,Peel Gallery,1,2008,2008,1.0,1
39,9875528,[68305],1,DiverseWorks,1,2014,2014,1.0,1
38,5782677,[68305],1,DiverseWorks,1,2014,2014,1.0,1
37,4312081,[68305],1,DiverseWorks,1,2014,2014,1.0,1
35,13200584,[57361],1,Galleria Lazzara,1,2009,2009,1.0,1
34,9438472,[57361],1,Galleria Lazzara,1,2009,2009,1.0,1
33,4755766,[57361],1,Galleria Lazzara,1,2009,2009,1.0,1
32,3659100,[57361],1,Galleria Lazzara,1,2009,2009,1.0,1
29,6463090,[51930],1,JP Morgan Chase,1,2008,2008,1.0,1
28,5138582,[51930],1,JP Morgan Chase,1,2008,2008,1.0,1
24,5715259,[44381],1,Wade Wilson Art,1,2014,2014,1.0,1
23,2215571,[44355],1,Art Palace,1,2016,2016,1.0,1
20,13555198,[32789],1,Redbud Gallery,1,2017,2017,1.0,1
18,8305873,[28137],1,Front Gallery,1,2014,2014,1.0,1
17,14489260,[25376],1,Rothko Chapel (Menil Collection),1,2011,2011,1.0,1
16,6488545,[25376],1,Rothko Chapel (Menil Collection),1,2011,2011,1.0,1
15,1514248,[25376],1,Rothko Chapel (Menil Collection),1,2011,2011,1.0,1
14,14241227,[19415],1,College of the Mainland Art Gallery (CoM),1,2011,2011,1.0,1
11,6164620,[19415],1,College of the Mainland Art Gallery (CoM),1,2011,2011,1.0,1
10,5242653,[19415],1,College of the Mainland Art Gallery (CoM),1,2011,2011,1.0,1
8,8374333,[18831],1,Gallery M Squared,1,2008,2008,1.0,1
6,12436005,[16978],1,Conroe Art League,1,2017,2017,1.0,1
4,12713617,[14545],1,14 Pews,1,2014,2014,1.0,1
2,15368376,[13228],1,Project Row Houses,1,2012,2012,1.0,1
40,13118164,[68305],1,DiverseWorks,1,2014,2014,1.0,1
53,6704897,[88961],1,Flex Space Houston,1,2016,2016,1.0,1
54,9955236,[88961],1,Flex Space Houston,1,2016,2016,1.0,1
87,14051691,[112675],1,El Rincon Social,1,2012,2012,1.0,1
109,12295649,[124878],1,"Museum of Fine Arts, Houston (MFAH)",1,2015,2015,1.0,1
108,12098467,[124878],1,"Museum of Fine Arts, Houston (MFAH)",1,2015,2015,1.0,1
106,1911660,[122454],1,"Museum of Fine Arts, Houston (MFAH)",1,2011,2011,1.0,1
103,12890034,[121032],1,Houston Community College Southwest (HCC SW),1,2014,2014,1.0,1
102,12803990,[121032],1,Houston Community College Southwest (HCC SW),1,2014,2014,1.0,1
97,6703933,[121032],1,Houston Community College Southwest (HCC SW),1,2014,2014,1.0,1
95,6076467,[121032],1,Houston Community College Southwest (HCC SW),1,2014,2014,1.0,1
94,4115442,[121032],1,Houston Community College Southwest (HCC SW),1,2014,2014,1.0,1
92,1178665,[121032],1,Houston Community College Southwest (HCC SW),1,2014,2014,1.0,1
91,8291093,[118939],1,Lawndale Art Center,1,2017,2017,1.0,1
86,10106756,[112675],1,El Rincon Social,1,2012,2012,1.0,1
55,11641810,[88961],1,Flex Space Houston,1,2016,2016,1.0,1
